University of Cologne,570.35
University of Crete,570.0
University of Surrey,570.0
Technical University of Crete,570.0
University of Virginia,569.470588235
University of Melbourne,569.0
Sogang University,568.0
The University of Utah,567.0
Ben-Gurion University of the Negev,566.0
University of Pittsburgh,565.727272727
Goethe University Frankfurt am Main,561.0
University College London,559.0
Catholic University of Portugal,559.0
Rutgers University,557.0
University of Kentucky,555.5
University of Warwick,555.076923077
Florida International University,555.0
Vanderbilt University,555.0
Sun Yat-Sen University,552.0
University of Louisville,551.0
University of Amsterdam,548.714285714
University of Aarhus,548.0
North Carolina State University,546.666666667
Colorado State University,545.0
Sabanci University,545.0
Bar-Ilan University,543.0
Sabancı University,542.0
Iowa State University,540.0
Erasmus University Rotterdam,539.888888889
California 94305; and University of Southern California,539.0
University of Sydney,537.75
Michigan 48109; and Institute for the Study of Labor (IZA),535.0
Lingnan University,534.75
Temple University,531.142857143
Haifa University,531.0
Technion–Israel Institute of Technology,531.0
Norway; Research Institute of Industrial Economics,528.0
Finland; Research Institute of Industrial Economics,528.0
Ludwig Maximilians University Munich,525.0
University of Grenoble,524.0
University of Mainz,520.0
Rush University Medical Center,519.0
University of Vienna,515.0
Xiamen University,512.0
Glasgow Caledonian University,512.0
Simmons College,510.0
California 94720; and National University of Singapore,510.0
University College Dublin,502.0
Humboldt University of Berlin,501.0
University of Chicago Booth School of Business,497.333333333
Clarkson University,496.0
University of Edinburgh,493.0
Johns Hopkins University,491.75
Aalto University School of Science,489.0
University of Central Florida,488.0
Brunel University,483.0
University of Stockholm,481.0
University of Massachusetts Lowell,475.0
France; and Tilburg University,474.0
CNRS and PSL Research University,474.0
PSL Research University,474.0
The Netherlands; and Tinbergen Institute,473.0
University (SUNY) at Buffalo,471.0
University of Waterloo,470.0
University of Southern Indiana,468.0
Koç University,464.25
The Netherlands; and Institute for the Study of Labor (IZA),464.0
Imperial College of Science,462.0
University of Lugano,460.0
Georgia 30322; and Florida International University,459.0
Austria; and University of Copenhagen,452.0
Sweden; and University of Copenhagen,452.0
University of Mannheim,449.0
Quinnipiac University,448.0
Italy; and Institute for the Study of Labor (IZA),448.0
Sungkyunkwan University,445.0
Zeppelin University,444.0
University of Toledo,443.0
University of Bologna,441.0
University of Gothenburg,437.428571429
University of Pennsylvania Philadelphia,433.0
Vassar College,433.0
Lund University,429.5
University of Naples Federico II,425.5
Switzerland; and Swiss Finance Institute,424.0
Swiss Finance Institute,424.0
University of Lausanne,422.0
Stanford University School of Medicine,406.0
Singapore 119245; National University of Singapore,404.0
University of Pisa,393.0
University of Padova,393.0
National Dong Hwa University,387.0
the State University of New Jersey,382.0
National Taiwan University,378.0
National Chengchi University,366.0
University of Wisconsin–Milwaukee,365.0
Western Washington University,354.0
The University of Chicago,344.0
University of Hawaii,343.0
Sichuan University,334.0
Kent State University,329.0
Ludwig-Maximilians University Munich,318.0
University of Münster,315.0
University of Calgary,313.0
Charles University Prague,312.0
Jilin University,312.0
Hebrew University of Jerusalem,305.0
New York 10012; and University of Melbourne,298.0
United Kingdom; and Tinbergen Institute,290.0
Florida 32306; and University of East Anglia,288.0
Swarthmore College,288.0
University of Reading,262.0
New York 10012; and IFN–Research Institute of Industrial Economics,256.0
Karolinska Institutet,256.0
University of Colorado–Boulder,237.0
Austria; and University of Gothenburg,190.0
Germany; and University of Innsbruck,190.0
University of Dayton,
